Rainfall,Water Level,Elevation,Slope,Distance from River,Flood Status
5.084745763,4390.645833,7.4,1.64024699,96.12,2
5.084745763,4390.645833,7.7,3.34257746,94.74,1
5.084745763,4390.645833,7.9,4.30785942,87.4,1
5.084745763,4390.645833,6.3,1.35270059,54.86,2
5.084745763,4390.645833,7.1,1.99518502,24.175,2
5.084745763,4390.645833,6.4,5.4448719,76.97,1
5.084745763,4390.645833,5.7,8.34494781,115.83,0
5.084745763,4390.645833,5.7,6.56660986,123.63,1
5.084745763,4390.645833,5.5,6.73358679,211.3,0
5.084745763,4390.645833,2.8,4.91003084,267.43,1
5.084745763,4390.645833,4.3,2.31902623,372.3,1
5.084745763,4390.645833,4.6,2.82047844,432.05,1
5.084745763,4390.645833,4.7,3.5296936,462.9,1
5.084745763,4390.645833,4.1,2.9324019,505.0,1
5.084745763,4390.645833,3.6,4.58413982,522.7,1
5.084745763,4390.645833,3.5,4.63047934,538.1,1
5.084745763,4390.645833,3.4,1.64024699,522.1,1
5.084745763,4390.645833,4.5,1.64024699,489.2,1
5.084745763,4390.645833,5.8,1.03755331,196.96,1
5.084745763,4390.645833,5.7,1.18295407,104.49,1
5.084745763,4390.645833,7.6,1.85558569,19.505,2
5.084745763,4390.645833,4.5,1.46716166,29.57,2
5.084745763,4390.645833,5.2,2.31902623,43.14,1
5.084745763,4390.645833,6.5,2.96876574,62.66,2
5.084745763,4390.645833,8.1,3.82105112,79.43,1
5.084745763,4390.645833,8.4,5.48380661,84.56,1
5.084745763,4390.645833,9.2,5.59894562,99.82,1
5.084745763,4390.645833,9.6,3.02248573,110.96,1
5.084745763,4390.645833,9.7,1.76652288,131.52,1
5.084745763,4390.645833,9.8,0.98432028,142.26,1
5.084745763,4390.645833,9.0,1.31232667,156.1,1
5.084745763,4390.645833,5.2,1.35270059,213.6,1
5.084745763,4390.645833,6.1,0.46404853,180.03,1
5.084745763,4390.645833,6.7,1.99518502,167.78,1
5.084745763,4390.645833,7.1,1.39190221,146.84,1
5.084745763,4390.645833,6.9,1.67271197,132.03,1
5.084745763,4390.645833,5.4,1.31232667,54.56,1
5.084745763,4390.645833,5.3,3.54483652,41.84,1
5.084745763,4390.645833,5.2,5.1224966,30.17,1
5.084745763,4390.645833,8.8,5.17422199,74.99,1
5.084745763,4390.645833,6.2,3.09265065,195.7,1
5.084745763,4390.645833,6.1,1.35270059,206.0,1
5.084745763,4390.645833,11.0,1.64024699,300.1,1
5.084745763,4390.645833,5.6,1.76652288,361.16,0
5.084745763,4390.645833,6.0,1.64024699,448.35,1
5.084745763,4390.645833,2.4,1.03755331,510.7,1
48.40677966,4395.179167,8.3,5.58944368,322.0,1
48.40677966,4395.179167,9.2,5.415483,316.0,1
48.40677966,4395.179167,9.6,2.82047844,302.0,2
48.40677966,4395.179167,9.3,1.91265225,269.0,2
48.40677966,4395.179167,8.8,2.9324019,261.0,2
48.40677966,4395.179167,8.9,3.42179823,240.34,2
48.40677966,4395.179167,8.6,2.64366388,221.56,2
48.40677966,4395.179167,8.7,1.46716166,210.1,2
48.40677966,4395.179167,9.0,3.29412222,198.1,2
48.40677966,4395.179167,9.0,3.5296936,187.1,2
48.40677966,4395.179167,11.3,3.6637044,141.14,2
48.40677966,4395.179167,12.2,3.95860839,123.6,2
48.40677966,4395.179167,12.4,1.64024699,118.64,2
48.40677966,4395.179167,12.8,0.98432028,97.69,2
48.40677966,4395.179167,12.7,0.73370111,78.11,2
48.40677966,4395.179167,12.3,2.64366388,72.18,2
48.40677966,4395.179167,11.0,3.42179823,46.33,2
48.40677966,4395.179167,10.2,2.70389485,33.99,2
48.40677966,4395.179167,9.8,3.10994267,27.514,2
48.40677966,4395.179167,7.8,0.73370111,9.087,2
48.40677966,4395.179167,7.3,1.9680599,4.069,2
48.40677966,4395.179167,7.3,3.54483652,22.625,2
48.40677966,4395.179167,8.1,4.72177029,35.62,2
48.40677966,4395.179167,14.5,3.48386598,73.33,2
48.40677966,4395.179167,16.0,2.64366388,86.2,2
48.40677966,4395.179167,16.3,2.64366388,103.46,2
48.40677966,4395.179167,15.9,3.02248573,108.8,2
48.40677966,4395.179167,15.1,3.61959124,118.97,2
48.40677966,4395.179167,14.7,1.18295407,130.1,2
48.40677966,4395.179167,14.7,2.10017395,139.4,2
48.40677966,4395.179167,14.2,0.92803621,144.12,2
48.40677966,4395.179167,13.9,3.95860839,147.6,2
48.40677966,4395.179167,13.6,5.48380661,142.36,2
48.40677966,4395.179167,13.2,3.6637044,140.24,2
48.40677966,4395.179167,13.0,2.36490035,124.18,2
48.40677966,4395.179167,13.0,2.38750553,115.38,2
48.40677966,4395.179167,13.0,3.09265065,105.53,2
48.40677966,4395.179167,13.0,5.27611876,94.67,2
48.40677966,4395.179167,13.0,5.32632017,89.23,2
48.40677966,4395.179167,13.0,4.19471979,83.97,2
48.40677966,4395.179167,13.0,4.68774796,79.56,2
48.40677966,4395.179167,12.5,3.54483652,53.85,2
48.40677966,4395.179167,11.7,1.35270059,44.175,2
48.40677966,4395.179167,9.8,3.54483652,30.13,2
48.40677966,4395.179167,9.7,5.11208725,30.18,2
48.40677966,4395.179167,9.5,3.5296936,23.104,2
48.40677966,4395.179167,9.1,0.92803621,13.39,2
48.40677966,4395.179167,8.7,0.46404853,3.401,2
48.40677966,4395.179167,9.6,2.56114078,10.918,2
48.40677966,4395.179167,10.8,4.10453463,20.615,2
48.40677966,4395.179167,11.3,3.54483652,29.49,2
48.40677966,4395.179167,12.0,1.99518502,35.88,2
48.40677966,4395.179167,13.4,1.91265225,49.48,2
48.40677966,4395.179167,14.4,1.85558569,67.04,2
48.40677966,4395.179167,13.8,1.31232667,94.6,2
48.40677966,4395.179167,13.5,0.98432028,102.07,2
48.40677966,4395.179167,12.8,2.9324019,123.37,2
48.40677966,4395.179167,11.5,2.10017395,138.63,2
48.40677966,4395.179167,11.1,0.6562494,143.53,2
48.40677966,4395.179167,10.0,3.5296936,162.06,2
48.40677966,4395.179167,9.8,3.73605657,168.3,2
48.40677966,4395.179167,8.9,2.31902623,187.0,2
48.40677966,4395.179167,8.5,2.80138683,196.8,2
48.40677966,4395.179167,7.9,1.03755331,202.4,2
48.40677966,4395.179167,7.7,1.85558569,205.3,2
48.40677966,4395.179167,8.5,2.07442665,190.3,2
48.40677966,4395.179167,9.3,2.82047844,182.5,2
48.40677966,4395.179167,9.8,4.91003084,175.0,2
48.40677966,4395.179167,10.6,1.31232667,165.62,2
48.40677966,4395.179167,11.1,4.72177029,161.82,2
48.40677966,4395.179167,12.1,5.4448719,144.5,2
48.40677966,4395.179167,12.7,3.6637044,137.95,2
48.40677966,4395.179167,13.0,1.39190221,127.5,2
48.40677966,4395.179167,13.2,1.46716166,122.2,2
48.40677966,4395.179167,13.6,1.18295407,106.96,2
48.40677966,4395.179167,13.9,2.49744964,84.6,2
48.40677966,4395.179167,13.6,3.42179823,80.65,2
48.40677966,4395.179167,13.6,3.228374,73.21,2
48.40677966,4395.179167,13.8,1.67271197,65.24,2
48.40677966,4395.179167,13.5,1.03755331,60.31,2
48.40677966,4395.179167,13.1,1.39190221,50.8,2
48.40677966,4395.179167,12.2,2.07442665,36.8,2
48.40677966,4395.179167,11.7,2.07442665,22.847,2
48.40677966,4395.179167,11.4,0.73370111,14.37,2
48.40677966,4395.179167,11.1,0.73370111,6.408,2
48.40677966,4395.179167,11.0,0.6562494,5.013,2
48.40677966,4395.179167,11.0,1.46716166,17.17,2
48.40677966,4395.179167,11.3,1.35270059,29.214,2
48.40677966,4395.179167,11.9,0.98432028,39.53,2
48.40677966,4395.179167,12.5,0.73370111,48.63,2
48.40677966,4395.179167,12.9,1.18295407,54.18,2
48.40677966,4395.179167,13.1,0.6562494,77.78,2
48.40677966,4395.179167,13.1,1.85558569,80.63,2
48.40677966,4395.179167,13.2,0.46404853,97.5,2
48.40677966,4395.179167,13.1,2.07442665,105.92,2
48.40677966,4395.179167,13.1,3.82105112,116.1,2
48.40677966,4395.179167,13.0,3.82105112,101.0,2
48.40677966,4395.179167,13.0,4.45417881,84.65,2
48.40677966,4395.179167,13.0,5.1224966,70.63,2
48.40677966,4395.179167,12.1,2.36490035,40.59,2
48.40677966,4395.179167,11.2,1.91265225,27.876,2
48.40677966,4395.179167,10.9,1.64024699,19.117,2
48.40677966,4395.179167,10.9,2.96876574,6.056,2
48.40677966,4395.179167,11.2,2.20014167,8.602,2
48.40677966,4395.179167,11.2,2.96876574,14.563,2
48.40677966,4395.179167,11.7,3.02248573,27.635,2
48.40677966,4395.179167,13.3,0.46404853,43.97,2
48.40677966,4395.179167,14.8,1.03755331,55.7,2
48.40677966,4395.179167,15.1,2.70389485,70.34,2
48.40677966,4395.179167,15.1,2.80138683,94.6,2
48.40677966,4395.179167,14.0,0.6562494,113.27,2
48.40677966,4395.179167,12.7,2.38750553,134.78,2
48.40677966,4395.179167,11.8,4.05208683,150.58,2
48.40677966,4395.179167,10.6,4.45417881,165.2,2
48.40677966,4395.179167,9.8,5.09120321,166.55,2
48.40677966,4395.179167,8.7,6.34523964,170.5,2
48.40677966,4395.179167,8.5,4.9208765,119.12,2
48.40677966,4395.179167,8.2,1.18295407,114.43,2
48.40677966,4395.179167,8.6,0.73370111,95.27,2
48.40677966,4395.179167,8.8,3.37449098,83.44,2
48.40677966,4395.179167,9.7,4.54907036,68.16,2
48.40677966,4395.179167,11.0,3.228374,39.26,2
48.40677966,4395.179167,10.6,2.64366388,30.85,2
48.40677966,4395.179167,10.3,3.02248573,20.18,2
48.40677966,4395.179167,10.0,3.228374,8.434,2
48.40677966,4395.179167,10.0,3.09265065,1.7796,2
48.40677966,4395.179167,10.0,4.98544502,11.63,2
48.40677966,4395.179167,10.4,4.05208683,25.056,2
48.40677966,4395.179167,10.8,1.46716166,34.735,2
48.40677966,4395.179167,11.2,1.91265225,45.87,2
48.40677966,4395.179167,12.5,0.6562494,64.32,2
48.40677966,4395.179167,13.4,2.64366388,78.37,2
48.40677966,4395.179167,14.0,1.9680599,106.1,2
48.40677966,4395.179167,13.8,2.64366388,85.19,2
48.40677966,4395.179167,13.5,1.18295407,77.24,2
48.40677966,4395.179167,10.6,1.67271197,29.614,2
48.40677966,4395.179167,10.9,0.6562494,7.264,2
48.40677966,4395.179167,11.6,1.76652288,30.41,2
48.40677966,4395.179167,10.5,2.36490035,66.89,2
48.40677966,4395.179167,9.5,4.39381409,93.93,2
48.40677966,4395.179167,9.1,4.63047934,105.75,2
48.40677966,4395.179167,9.1,3.27780986,119.54,2
48.40677966,4395.179167,9.2,2.20014167,129.8,2
48.40677966,4395.179167,8.5,1.76652288,142.19,2
48.40677966,4395.179167,7.5,0.73370111,164.63,2
48.40677966,4395.179167,6.7,1.85558569,179.92,2
48.40677966,4395.179167,6.0,2.80138683,207.8,2
48.40677966,4395.179167,6.3,2.64366388,237.4,2
48.40677966,4395.179167,6.9,3.34257746,256.6,2
48.40677966,4395.179167,6.0,2.9324019,301.64,2
48.40677966,4395.179167,6.1,2.10017395,334.4,2
48.40677966,4395.179167,6.0,1.64024699,312.0,2
48.40677966,4395.179167,6.2,3.82105112,302.8,1
48.40677966,4395.179167,6.5,0.46404853,262.75,2
48.40677966,4395.179167,6.0,5.89472437,222.86,2
48.40677966,4395.179167,7.1,4.9208765,198.53,2
48.40677966,4395.179167,7.9,4.1434288,168.7,2
48.40677966,4395.179167,7.9,4.05208683,157.42,2
48.40677966,4395.179167,7.1,1.46716166,119.54,2
48.40677966,4395.179167,7.0,0.0,108.45,2
48.40677966,4395.179167,7.0,1.39190221,100.8,2
48.40677966,4395.179167,7.0,1.85558569,100.85,2
48.40677966,4395.179167,7.4,0.92803621,78.57,2
48.40677966,4395.179167,7.9,3.54483652,68.38,2
48.40677966,4395.179167,8.3,3.61959124,53.72,2
48.40677966,4395.179167,8.3,4.10453463,48.96,2
48.40677966,4395.179167,8.6,4.86640167,31.3,2
48.40677966,4395.179167,8.7,3.94507098,9.924,2
48.40677966,4395.179167,9.1,1.99518502,17.693,2
48.40677966,4395.179167,9.5,1.31232667,37.81,2
48.40677966,4395.179167,9.7,2.80138683,46.835,2
48.40677966,4395.179167,10.0,5.32632017,62.24,2
48.40677966,4395.179167,9.3,5.1224966,75.47,2
48.40677966,4395.179167,8.1,3.94507098,108.01,2
48.40677966,4395.179167,7.7,3.10994267,120.26,2
48.40677966,4395.179167,8.2,2.96876574,133.61,2
48.40677966,4395.179167,8.8,1.99518502,147.33,2
48.40677966,4395.179167,8.9,2.20014167,149.2,2
48.40677966,4395.179167,9.3,2.82047844,108.52,2
48.40677966,4395.179167,10.1,2.31902623,104.34,2
48.40677966,4395.179167,11.8,2.96876574,74.22,2
48.40677966,4395.179167,12.2,4.05208683,71.02,2
48.40677966,4395.179167,10.8,3.228374,41.63,2
48.40677966,4395.179167,10.1,2.29574394,24.01,2
48.40677966,4395.179167,9.3,2.31902623,0.0,2
48.40677966,4395.179167,9.2,1.46716166,0.0,2
48.40677966,4395.179167,8.7,2.20014167,18.076,2
48.40677966,4395.179167,8.1,2.31902623,49.75,2
48.40677966,4395.179167,7.3,3.82105112,72.76,2
48.40677966,4395.179167,7.0,4.68774796,95.73,2
48.40677966,4395.179167,7.0,2.56114078,103.87,2
48.40677966,4395.179167,7.6,3.29412222,134.2,2
48.40677966,4395.179167,8.9,1.64024699,160.58,2
48.40677966,4395.179167,8.5,3.37449098,178.28,2
48.40677966,4395.179167,6.0,0.73370111,232.5,2
48.40677966,4395.179167,6.2,2.64366388,260.35,2
48.40677966,4395.179167,6.5,3.27780986,271.73,2
48.40677966,4395.179167,6.3,0.92803621,213.45,2
48.40677966,4395.179167,6.9,3.94507098,203.7,2
48.40677966,4395.179167,7.0,3.94507098,107.78,2
48.40677966,4395.179167,7.0,2.64366388,103.47,2
48.40677966,4395.179167,7.5,1.46716166,43.8,2
48.40677966,4395.179167,7.2,1.64024699,5.534,2
48.40677966,4395.179167,6.2,1.03755331,18.44,2
48.40677966,4395.179167,5.4,2.31902623,33.62,2
48.40677966,4395.179167,6.2,0.73370111,48.51,2
48.40677966,4395.179167,6.8,3.37449098,78.53,2
48.40677966,4395.179167,7.0,2.64366388,84.33,2
48.40677966,4395.179167,7.4,1.35270059,94.78,2
48.40677966,4395.179167,7.7,4.68774796,103.8,2
48.40677966,4395.179167,9.3,4.63047934,131.6,2
48.40677966,4395.179167,10.0,3.99894142,140.1,2
48.40677966,4395.179167,11.0,5.71170616,154.04,2
48.40677966,4395.179167,9.8,3.83503151,137.14,2
48.40677966,4395.179167,7.5,1.76652288,108.25,2
48.40677966,4395.179167,6.6,0.32813546,123.9503949,2
48.40677966,4395.179167,5.6,3.27780986,86.28,1
48.40677966,4395.179167,5.3,4.56079054,77.12,1
48.40677966,4395.179167,6.9,2.9324019,29.05,2
48.40677966,4395.179167,7.3,3.5296936,0.0,2
48.40677966,4395.179167,7.4,4.10453463,5.439,2
48.40677966,4395.179167,7.4,4.30785942,42.94,2
48.40677966,4395.179167,7.0,3.61959124,83.5,2
48.40677966,4395.179167,7.6,1.31232667,134.88,2
48.40677966,4395.179167,7.6,0.46404853,145.84,2
48.40677966,4395.179167,7.7,1.46716166,211.5,2
48.40677966,4395.179167,6.7,3.70728707,251.0,2
48.40677966,4395.179167,7.3,3.73605657,289.6,2
48.40677966,4395.179167,7.6,1.9680599,298.3,2
48.40677966,4395.179167,9.1,0.6562494,346.66,2
48.40677966,4395.179167,8.4,0.73370111,356.4,2
48.40677966,4395.179167,7.3,1.18295407,287.0,2
48.40677966,4395.179167,7.1,0.32813546,266.45,2
48.40677966,4395.179167,6.5,1.64024699,147.9,2
48.40677966,4395.179167,12.4,1.76652288,49.54,2
48.40677966,4395.179167,12.2,1.46716166,9.002,2
48.40677966,4395.179167,12.2,0.6562494,2.6676,2
48.40677966,4395.179167,11.4,0.0,12.235,2
48.40677966,4395.179167,10.0,0.6562494,40.18,2
48.40677966,4395.179167,9.7,1.03755331,48.15,2
48.40677966,4395.179167,8.3,1.46716166,85.92,2
48.40677966,4395.179167,8.5,0.92803621,109.3,2
48.40677966,4395.179167,8.6,2.64366388,154.62,2
48.40677966,4395.179167,5.7,0.73370111,194.1,1
48.40677966,4395.179167,4.6,2.9324019,209.67,2
48.40677966,4395.179167,4.7,1.85558569,209.7,2
48.40677966,4395.179167,9.5,3.27780986,115.53,2
48.40677966,4395.179167,9.4,5.32632017,109.14,2
48.40677966,4395.179167,9.2,5.64620972,92.36,2
48.40677966,4395.179167,9.6,4.45417881,61.11,2
48.40677966,4395.179167,8.7,1.03755331,14.492,2
48.40677966,4395.179167,8.5,2.10017395,0.0,2
48.40677966,4395.179167,9.3,2.31902623,51.08,2
48.40677966,4395.179167,8.7,0.6562494,89.11,2
48.40677966,4395.179167,6.9,2.36490035,153.6,2
48.40677966,4395.179167,7.6,3.37449098,282.0,2
48.40677966,4395.179167,7.8,1.03755331,299.4,2
48.40677966,4395.179167,6.8,1.76652288,426.2,1
48.40677966,4395.179167,7.0,1.18295407,434.2,1
48.40677966,4395.179167,7.1,3.228374,443.2,1
48.40677966,4395.179167,6.8,2.36490035,420.4,1
48.40677966,4395.179167,6.6,3.42179823,397.14,1
48.40677966,4395.179167,4.1,4.25795174,188.4,2
48.40677966,4395.179167,9.3,3.09265065,106.91,2
48.40677966,4395.179167,12.8,3.09265065,28.68,2
48.40677966,4395.179167,6.5,3.27780986,85.69,2
48.40677966,4395.179167,6.8,0.46404853,104.2,2
48.40677966,4395.179167,7.5,1.9680599,149.36,2
48.40677966,4395.179167,5.9,1.18295407,205.95,1
48.40677966,4395.179167,6.0,3.6637044,214.4,2
48.40677966,4395.179167,6.0,6.00178337,224.37,2
48.40677966,4395.179167,6.3,2.38750553,268.23,2
48.40677966,4395.179167,6.4,2.10017395,275.73,2
48.40677966,4395.179167,6.2,3.99894142,267.9,2
48.40677966,4395.179167,5.1,4.40595388,32.114,1
48.40677966,4395.179167,6.4,2.31902623,45.56,2
48.40677966,4395.179167,9.0,3.228374,237.7,2
48.40677966,4395.179167,6.3,2.07442665,325.95,2
48.40677966,4395.179167,5.9,1.67271197,333.9,1
48.40677966,4395.179167,4.0,2.38750553,435.6,2
48.40677966,4395.179167,7.0,1.99518502,458.4,1
48.40677966,4395.179167,10.8,2.20014167,491.8,1
48.40677966,4395.179167,9.3,2.64366388,216.95,2
48.40677966,4395.179167,8.2,3.60476565,180.24,2
48.40677966,4395.179167,5.9,2.10017395,81.68,2
48.40677966,4395.179167,5.1,1.35270059,55.27,2
48.40677966,4395.179167,2.5,1.39190221,14.0,2
48.40677966,4395.179167,2.2,1.85558569,39.27,2
48.40677966,4395.179167,2.0,0.6562494,69.3,2
48.40677966,4395.179167,1.8,0.6562494,106.75,2
48.40677966,4395.179167,3.2,1.46716166,131.6,2
48.40677966,4395.179167,3.8,2.20014167,152.05,2
48.40677966,4395.179167,4.4,0.73370111,167.96,2
48.40677966,4395.179167,5.0,0.32813546,207.46,2
48.40677966,4395.179167,5.0,1.46716166,218.15,2
48.40677966,4395.179167,5.0,2.07442665,216.35,2
48.40677966,4395.179167,4.5,1.35270059,56.45,2
48.40677966,4395.179167,5.7,0.32813546,38.16,2
48.40677966,4395.179167,7.9,2.10017395,56.62,2
48.40677966,4395.179167,5.8,1.67271197,136.4,1
48.40677966,4395.179167,5.6,2.10017395,218.4,1
48.40677966,4395.179167,3.9,3.228374,272.2,2
48.40677966,4395.179167,2.8,3.61959124,319.2,2
48.40677966,4395.179167,3.8,1.31232667,347.5,2
48.40677966,4395.179167,4.5,6.53430367,380.15,2
48.40677966,4395.179167,1.4,4.68774796,428.2,1
48.40677966,4395.179167,1.3,2.96876574,441.6,2
48.40677966,4395.179167,1.7,4.39381409,459.1,1
48.40677966,4395.179167,2.9,1.76652288,474.5,2
48.40677966,4395.179167,5.8,0.46404853,515.2,1
48.40677966,4395.179167,5.6,0.92803621,507.5,1
48.40677966,4395.179167,3.2,1.67271197,471.5,2
48.40677966,4395.179167,3.5,1.67271197,390.2,2
48.40677966,4395.179167,5.2,1.91265225,344.6,1
48.40677966,4395.179167,5.4,1.64024699,290.07,1
48.40677966,4395.179167,6.1,2.10017395,240.26,2
48.40677966,4395.179167,7.0,3.6637044,195.2,2
48.40677966,4395.179167,6.8,6.20166731,90.03,2
48.40677966,4395.179167,6.8,6.34523964,46.71,2
48.40677966,4395.179167,5.0,3.42179823,11.893,2
48.40677966,4395.179167,4.1,2.96876574,49.62,2
48.40677966,4395.179167,4.9,3.5296936,114.2,2
48.40677966,4395.179167,5.2,0.46404853,167.7,1
48.40677966,4395.179167,5.3,1.03755331,221.55,1
48.40677966,4395.179167,5.9,2.70389485,244.56,1
48.40677966,4395.179167,6.4,1.18295407,215.5,2
48.40677966,4395.179167,6.5,1.64024699,211.35,2
48.40677966,4395.179167,4.9,1.76652288,132.54,2
48.40677966,4395.179167,4.7,1.64024699,52.81,2
48.40677966,4395.179167,9.3,0.32813546,14.016,2
48.40677966,4395.179167,6.7,0.98432028,99.1,2
48.40677966,4395.179167,5.8,1.39190221,223.1,1
48.40677966,4395.179167,2.2,2.31902623,335.6,2
48.40677966,4395.179167,4.5,3.93148661,384.8,2
48.40677966,4395.179167,4.9,3.27780986,394.7,2
48.40677966,4395.179167,3.2,1.91265225,462.0,2
48.40677966,4395.179167,3.3,1.91265225,473.8,2
48.40677966,4395.179167,0.2,1.85558569,553.8,2
48.40677966,4395.179167,-5.6,2.20014167,576.9,1
48.40677966,4395.179167,3.4,3.10994267,484.3,1
48.40677966,4395.179167,0.0,3.09265065,356.4,2
48.40677966,4395.179167,3.2,1.99518502,269.3,2
48.40677966,4395.179167,6.9,2.9324019,172.88,2
48.40677966,4395.179167,6.2,3.42179823,153.95,2
48.40677966,4395.179167,5.4,4.25795174,42.31,1
48.40677966,4395.179167,3.3,4.27048397,15.392,2
48.40677966,4395.179167,3.4,3.02248573,26.11,2
48.40677966,4395.179167,5.6,0.73370111,63.94,2
48.40677966,4395.179167,9.1,2.78216338,111.46,2
48.40677966,4395.179167,10.5,5.4448719,163.25,2
48.40677966,4395.179167,9.8,4.39381409,171.8,2
48.40677966,4395.179167,4.7,0.73370111,225.1,2
48.40677966,4395.179167,2.7,2.38750553,246.6,2
48.40677966,4395.179167,2.5,2.10017395,252.27,2
48.40677966,4395.179167,3.2,2.70389485,284.0,2
48.40677966,4395.179167,4.0,3.02248573,298.35,2
48.40677966,4395.179167,4.6,3.228374,308.6,2
48.40677966,4395.179167,4.0,3.94507098,301.56,2
48.40677966,4395.179167,4.7,4.76674843,240.96,2
48.40677966,4395.179167,5.1,2.96876574,213.15,1
48.40677966,4395.179167,5.0,1.03755331,183.93,2
48.40677966,4395.179167,4.1,0.92803621,131.33,2
48.40677966,4395.179167,3.4,1.18295407,121.23,2
48.40677966,4395.179167,1.2,1.67271197,62.88,2
48.40677966,4395.179167,9.3,2.36490035,3.132,2
48.40677966,4395.179167,9.0,3.10994267,68.55,2
48.40677966,4395.179167,8.9,3.228374,78.53,2
48.40677966,4395.179167,6.0,4.30785942,180.32,2
48.40677966,4395.179167,4.3,5.89472437,265.0,2
48.40677966,4395.179167,4.4,6.28653145,346.25,2
48.40677966,4395.179167,4.9,6.86567736,360.96,2
48.40677966,4395.179167,0.8,5.59894562,436.9,1
48.40677966,4395.179167,1.0,3.09265065,451.8,1
48.40677966,4395.179167,2.8,1.39190221,467.2,2
48.40677966,4395.179167,1.1,2.56114078,416.2,2
48.40677966,4395.179167,2.5,5.17422199,319.5,2
48.40677966,4395.179167,6.0,1.85558569,151.8,2
48.40677966,4395.179167,6.3,3.70728707,130.17,2
48.40677966,4395.179167,6.7,1.03755331,93.42,2
48.40677966,4395.179167,7.4,1.46716166,48.59,2
48.40677966,4395.179167,6.4,1.03755331,9.88,2
48.40677966,4395.179167,3.8,1.46716166,18.413,2
48.40677966,4395.179167,3.3,1.67271197,43.43,2
48.40677966,4395.179167,3.6,1.64024699,49.9,2
48.40677966,4395.179167,6.4,1.31232667,102.11,2
48.40677966,4395.179167,8.2,3.24493694,126.7,2
48.40677966,4395.179167,8.2,3.29412222,174.73,2
48.40677966,4395.179167,2.3,1.91265225,251.8,2
48.40677966,4395.179167,3.1,0.73370111,274.07,2
48.40677966,4395.179167,5.1,1.31232667,308.2,1
48.40677966,4395.179167,5.3,1.03755331,349.06,1
48.40677966,4395.179167,6.2,0.6562494,376.6,2
48.40677966,4395.179167,5.8,0.92803621,342.4,1
48.40677966,4395.179167,5.7,2.64366388,330.85,1
48.40677966,4395.179167,5.1,4.05208683,187.44,1
48.40677966,4395.179167,5.8,3.5296936,167.05,1
48.40677966,4395.179167,9.7,1.76652288,4.703,2
48.40677966,4395.179167,5.4,0.92803621,120.5,1
48.40677966,4395.179167,6.0,2.10017395,207.92,2
48.40677966,4395.179167,6.7,2.64366388,261.24,2
48.40677966,4395.179167,4.5,3.94507098,338.7,2
48.40677966,4395.179167,6.3,4.19471979,418.66,1
48.40677966,4395.179167,5.4,3.02248573,450.3,1
48.40677966,4395.179167,5.0,2.07442665,460.75,2
48.40677966,4395.179167,2.4,2.07442665,528.1,2
48.40677966,4395.179167,5.5,1.39190221,575.6,1
48.40677966,4395.179167,6.0,1.91265225,588.0,1
48.40677966,4395.179167,5.8,1.39190221,663.0,1
48.40677966,4395.179167,5.4,1.91265225,678.6,1
48.40677966,4395.179167,5.8,4.40595388,662.5,1
48.40677966,4395.179167,6.6,1.64024699,394.2,2
48.40677966,4395.179167,7.0,2.07442665,259.43,2
48.40677966,4395.179167,6.3,3.02248573,222.05,2
48.40677966,4395.179167,6.0,3.27780986,156.68,2
48.40677966,4395.179167,6.4,3.02248573,100.16,2
48.40677966,4395.179167,9.1,3.94507098,69.78,2
48.40677966,4395.179167,10.9,4.27048397,37.574,2
48.40677966,4395.179167,11.2,4.86640167,28.056,2
48.40677966,4395.179167,7.6,5.55126858,5.191,2
48.40677966,4395.179167,5.2,1.67271197,58.77,2
48.40677966,4395.179167,6.2,3.34257746,85.97,2
48.40677966,4395.179167,6.5,4.05208683,102.47,2
48.40677966,4395.179167,7.4,1.64024699,96.12,2
48.40677966,4395.179167,7.7,3.34257746,94.74,2
48.40677966,4395.179167,7.9,4.30785942,87.4,2
48.40677966,4395.179167,6.3,1.35270059,54.86,2
48.40677966,4395.179167,7.1,1.99518502,24.175,2
48.40677966,4395.179167,6.4,5.4448719,76.97,2
48.40677966,4395.179167,5.7,8.34494781,115.83,1
48.40677966,4395.179167,5.7,6.56660986,123.63,1
48.40677966,4395.179167,5.5,6.73358679,211.3,1
48.40677966,4395.179167,2.8,4.91003084,267.43,2
48.40677966,4395.179167,4.3,2.31902623,372.3,2
48.40677966,4395.179167,4.6,2.82047844,432.05,2
48.40677966,4395.179167,4.7,3.5296936,462.9,1
48.40677966,4395.179167,4.1,2.9324019,505.0,2
48.40677966,4395.179167,3.6,4.58413982,522.7,1
48.40677966,4395.179167,3.5,4.63047934,538.1,1
48.40677966,4395.179167,3.4,1.64024699,522.1,2
48.40677966,4395.179167,4.5,1.64024699,489.2,2
48.40677966,4395.179167,5.8,1.03755331,196.96,1
48.40677966,4395.179167,5.7,1.18295407,104.49,1
48.40677966,4395.179167,7.6,1.85558569,19.505,2
48.40677966,4395.179167,4.5,1.46716166,29.57,2
48.40677966,4395.179167,5.2,2.31902623,43.14,2
48.40677966,4395.179167,6.5,2.96876574,62.66,2
48.40677966,4395.179167,8.1,3.82105112,79.43,2
48.40677966,4395.179167,8.4,5.48380661,84.56,2
48.40677966,4395.179167,9.2,5.59894562,99.82,2
48.40677966,4395.179167,9.6,3.02248573,110.96,2
48.40677966,4395.179167,9.7,1.76652288,131.52,2
48.40677966,4395.179167,9.8,0.98432028,142.26,2
48.40677966,4395.179167,9.0,1.31232667,156.1,2
